"","year","CITYGB","name_short","name","total_population_adm","total_population_city","non_agri_population_admin","non_agri_population_city","natural_growth_admin","natural_growth_city","AREA","PROVGB","EPROV","ECITY","CPROV","CCITY","CNTYGB","ECNTY","CCNTY","zhigong_number_adm","zhigong_number_city","total_wage_adm","total_wage_city","average_wage_adm","average_wage_city","gdp_adm","gdp_city","fdi_cont_adm","fdi_cont_city","fdi_real_adm","fdi_real_city","year_linear","post_t"
"1306-1997","1997","1306","保定","保定",1035.39,"69.24",147.66,"56.26",2.75,"5.78",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,78.37,27.02,"430332","177322",5491,"6563",5450860,1022268,10811,9940,28047,13600,5,FALSE
"1306-1998","1998","1306","保定","保定",1042.34,"70.15",150.69,"57.02",4.74,"4.2",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,67.82,24.51,"417420","174517",6155,"7120",5939500,1118742,8592,4722,23855,14888,6,TRUE
"1306-1999","1999","1306","保定","保定",1050.09,"84.9",155.65,"59.04",4.54,"5.33",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,65,24,"445624","184239",6838,"7715",6365742,1271458,5757,1865,15031,14299,7,TRUE
"1306-2000","2000","1306","保定","保定",1055.17,"    86.63",160.71,"    61.01",5.9,"    9.41",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,63.97,23.1,"    482555","    200951",7543,"    8699",7022238,1364134,5855,3166,18136,10481,8,TRUE
"1306-2001","2001","1306","保定","保定",1062.43,"89.06",166.96,"63.55",5.46,"6.55",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,62.4,22.28,"516169","211734",8271.94,"9503.32",7473056,1463278,4289,1456,6910,4232,9,TRUE
"1306-2002","2002","1306","保定","保定",1070.13,"92.02",173.38,"66.61",5.76,"6.3",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,60.12,20.93,"582881","239503",9695.29,"11443.05",8234564,1643879,8895,2454,8973,2797,10,TRUE
"1306-2003","2003","1306","保定","保定",1076.98,"95.42",250.8,"83.18",5.79,"4.85",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,59.19,20.15,"626501","251948",10584.58,"12503.62",9248071,1889800,21160,12919,26603,12261,11,TRUE
"1306-2004","2004","1306","保定","保定",1088.28,"99.53",255.72,"87.29",8.08,"6.49",2.32,13,"Hebei","Baoding","河北","保定市",NA,NA,NA,59.08,20.16,"701617","284887",11875.71,"14131.3",11108786,2253369,12780,10723,22255,8568,12,TRUE
"1307-1994","1994","1307","张家","张家口",432.8,"79.93",93.79,"61.53",5.2,"5.9",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,59.91,34.56,"237372","151883",3960.82,"4421.63",1255305,569365,5617,NA,1521,1185,1,FALSE
"1307-1995","1995","1307","张家","张家口",434.47,"80.29",96.99,"62.57",5.35,"5.49",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,59,36,"262270","176319",4421,"4853",1594731,712066,6488,4325,2065,1384,3,FALSE
"1307-1996","1996","1307","张家","张家口",439.16,"82.02",99.35,"64.05",5.06,"6.38",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,59,34,"279379","180730",4710,"5223",1937140,821100,11596,4242,2338,1525,4,FALSE
"1307-1997","1997","1307","张家","张家口",440.09,"82.75",101.36,"65.28",4.73,"7.26",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,57.82,33.44,"282084","178169",4879,"5328",2172573,973541,6083,4055,3041,1984,5,FALSE
"1307-1998","1998","1307","张家","张家口",442.31,"83.71",103.06,"66.05",5.52,"3.94",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,48.38,26.49,"258516","156316",5343,"5901",2283239,941277,5153,1999,6323,5723,6,TRUE
"1307-1999","1999","1307","张家","张家口",443.69,"83.77",104.13,"66.51",3.34,"2.06",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,45,25,"273537","166831",6048,"6741",2295098,1091751,2324,1540,12327,9501,7,TRUE
"1307-2000","2000","1307","张家","张家口",449.79,"    85.14",107.94,"    68.91",9.05,"    6.12",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,43.76,23.15,"    293735","    173921",6712,"    7513",2439319,1166780,310,157,7880,6986,8,TRUE
"1307-2001","2001","1307","张家","张家口",448.94,"84.38",108.93,"68.11",3.53,"5.2",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,41.07,21.61,"320586","189984",7805.84,"8791.49",2580246,1296040,1958,1678,459,313,9,TRUE
"1307-2002","2002","1307","张家","张家口",450.54,"85.26",112.8,"68.83",4.54,"5.24",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,38.86,19.9,"348207","205012",8960.55,"10302.11",2783715,1392416,1882,1040,960,620,10,TRUE
"1307-2003","2003","1307","张家","张家口",450.41,"85.55",137.97,"71.51",2.94,"2.13",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,36.99,18.88,"388256","232305",10496.24,"12304.29",3199369,1610173,7752,1510,2183,2101,11,TRUE
"1307-2004","2004","1307","张家","张家口",449.82,"86.06",133.82,"71.32",2.46,"3.29",3.909,13,"Hebei","Zhangjiakou","河北","张家口市",NA,NA,NA,35.8,17.87,"441873","267931",12342.82,"14993.34",4001082,2078774,5683,3867,3704,665,12,TRUE
"1308-1994","1994","1308","承德","承德",343.3,"39.06",29.38,"26.36",6.8,"6.5",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,34.62,16.2,"126876","68091",3676.5,"4192.8",832975,231004,5640,1937,1202,138,1,FALSE
"1308-1995","1995","1308","承德","承德",345.07,"39.65",56.64,"27.35",5.65,"1.97",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,34,16,"145399","78469",4276,"4979",977513,208716,4385,3909,1715,1080,3,FALSE
"1308-1996","1996","1308","承德","承德",347.58,"40.77",59.6,"28.53",6.73,"8.14",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,34,15,"157038","80955",4604,"5250",1223426,271449,3389,2278,3062,2259,4,FALSE
"1308-1997","1997","1308","承德","承德",349.36,"41.23",61.8,"29.23",6.53,"6.74",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,33.85,15.04,"171508","87843",5067,"5841",1418522,306450,1392,1223,4046,1836,5,FALSE
"1308-1998","1998","1308","承德","承德",350.96,"41.72",64.49,"29.89",4.99,"3.07",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,29.93,12.89,"169466","86403",5662,"6703",1602771,346254,4134,2169,5032,3432,6,TRUE
"1308-1999","1999","1308","承德","承德",353.39,"42.28",65.79,"30.44",4.84,"4.2",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,29,13,"181019","89185",6255,"7095",1585321,363582,6241,1215,4559,2640,7,TRUE
"1308-2000","2000","1308","承德","承德",353.87,"    42.83",66.46,"    31.00",4.94,"    7.47",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,27.71,12.23,"    198636","    100315",7168,"    8202",1630258,532706,3075,241,5178,642,8,TRUE
"1308-2001","2001","1308","承德","承德",355.47,"43.67",68.46,"31.85",5.23,"4.6",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,26.49,11.7,"215876","107370",8149.34,"9176.92",1824136,609646,8684,1792,4491,271,9,TRUE
"1308-2002","2002","1308","承德","承德",357.85,"44.76",70.37,"33",6.06,"4.83",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,25.06,10.97,"239145","121842",9542.9,"11106.84",2000110,676530,30624,11235,5000,1381,10,TRUE
"1308-2003","2003","1308","承德","承德",359.06,"45.41",86.88,"33.63",3.57,"3.38",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,23.93,10.19,"257520","128568",10761.39,"12617.08",2349782,827525,10543,2568,7509,2276,11,TRUE
"1308-2004","2004","1308","承德","承德",360.82,"45.73",83.23,"34",2.04,"0.33",4.251,13,"Hebei","Chengde","河北","承德市",NA,NA,NA,23.18,10,"299430","152091",12917.6,"15209.1",3006156,918063,12609,2070,10081,1023,12,TRUE
"1309-1994","1994","1309","沧州","沧州",633.05,"38.9",83.77,"27.54",5.7,"9.9",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,45.53,14.38,"152054","55378",3375.98,"3910.88",1697549,240904,7239,4347,3516,1387,1,FALSE
"1309-1995","1995","1309","沧州","沧州",639.23,"40.29",88.87,"28.95",4.49,"11.65",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,47,15,"181182","65799",3899,"4541",2509651,305241,6568,1416,2495,780,3,FALSE
"1309-1996","1996","1309","沧州","沧州",642.15,"41.42",92.16,"30.05",2.51,"8.40",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,47,14,"203146","73087",4392,"5147",3161855,435657,13281,10475,3105,379,4,FALSE
"1309-1997","1997","1309","沧州","沧州",648.25,"42.15",96.28,"30.71",3.55,"8.71",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,46.62,14.75,"225446","84104",4836,"5702",3694603,507783,4270,3322,3653,1110,5,FALSE
"1309-1998","1998","1309","沧州","沧州",653.62,"44.04",97.91,"32.51",4.76,"3.55",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,41.69,12.7,"222807","80952",5344,"6374",4029868,589154,3806,2696,4672,1647,6,TRUE
"1309-1999","1999","1309","沧州","沧州",659.12,"44.97",102.09,"33.31",5.05,"6.91",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,41,12,"249670","87003",6146,"7330",4225325,560839,3876,1347,6788,4714,7,TRUE
"1309-2000","2000","1309","沧州","沧州",668.97,"    46.23",110.39,"    36.15",6.8,"    11.71",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,40.84,11.51,"    375752","    96052",9201,"    8345",4613449,601852,2419,200,8656,1130,8,TRUE
"1309-2001","2001","1309","沧州","沧州",673.55,"46.78",114.71,"36.83",4.04,"6.95",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,39.77,11.21,"296373","75761",7452.18,"6758.34",4872054,610965,3086,158,6222,600,9,TRUE
"1309-2002","2002","1309","沧州","沧州",677.42,"47.52",117.04,"37.14",5.44,"6.87",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,38.95,10.95,"344398","112270",8842.05,"10252.97",5313289,677829,2712,1168,1733,286,10,TRUE
"1309-2003","2003","1309","沧州","沧州",680.17,"47.83",153.03,"40.33",6.2,"6.3",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,38.16,10.34,"371909","125304",9746.04,"12118.38",6288615,763570,8087,2721,8404,186,11,TRUE
"1309-2004","2004","1309","沧州","沧州",679.36,"48.86",151.16,"41.35",5.55,"6.42",1.452,13,"Hebei","Cangzhou","河北","沧州市",NA,NA,NA,37.87,10.49,"424512","139491",11209.72,"13297.52",7741155,894656,19340,1102,8333,658,12,TRUE
"1310-1994","1994","1310","廊坊","廊坊",357.49,"63.42",47.13,"18.59",7.1,"6.3",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,27.74,10.37,"103568","44342",3751.1,"4280.12",1508190,291681,11099,7100,6556,2766,1,FALSE
"1310-1995","1995","1310","廊坊","廊坊",360.36,"64.81",50.53,"20.30",5.08,"6.62",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,28,11,"121370","55027",4321,"5138",2016917,364503,19546,9906,7859,4288,3,FALSE
"1310-1996","1996","1310","廊坊","廊坊",363.27,"65.72",55.29,"21.52",4.93,"4.65",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,28,11,"138035","63446",4866,"5773",2456182,460904,12511,6001,9155,5347,4,FALSE
"1310-1997","1997","1310","廊坊","廊坊",367.61,"67.37",58.14,"22.49",6.24,"8.58",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,27.5,10.97,"147825","68250",5375,"6222",2820730,526309,7111,6187,12397,7535,5,FALSE
"1310-1998","1998","1310","廊坊","廊坊",371.68,"68.33",61.39,"24.2",4.3,"4.31",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,24.01,9.43,"155081","71947",6459,"7630",3102302,559667,9589,3385,11079,5418,6,TRUE
"1310-1999","1999","1310","廊坊","廊坊",374.76,"68.99",63.74,"25.22",5.17,"6.8",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,23,9,"169912","79555",7349,"8554",3324707,607110,5625,2126,12502,5749,7,TRUE
"1310-2000","2000","1310","廊坊","廊坊",378.36,"    70.10",66.97,"    26.56",9.98,"    7.46",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,23.28,8.82,"    181932","    80955",7815,"    9179",3688199,733057,14136,8308,15096,7808,8,TRUE
"1310-2001","2001","1310","廊坊","廊坊",381.59,"71.87",70.05,"27.76",4.9,"7.28",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,23.29,8.89,"207207","92270",8896.82,"10379.08",4134429,821052,15523,8719,12900,6355,9,TRUE
"1310-2002","2002","1310","廊坊","廊坊",384.11,"72.67",75.47,"27.79",5.26,"6.54",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,22.95,8.86,"236233","104751",10293.38,"11822.91",4599763,928700,18390,8955,9257,3468,10,TRUE
"1310-2003","2003","1310","廊坊","廊坊",387.24,"74.75",115.07,"44.35",4.09,"5.07",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,22.96,9.18,"260076","121047",11327.35,"13185.95",5285451,1079023,12754,6717,18686,8653,11,TRUE
"1310-2004","2004","1310","廊坊","廊坊",389.82,"76.37",111.74,"45.61",4.66,"4.69",0.671,13,"Hebei","Langfang","河北","廊坊市",NA,NA,NA,23.42,9.36,"300093","143884",12813.54,"15372.22",6048000,1255281,25309,15473,22313,9583,12,TRUE
"1311-1996","1996","1311","衡水","衡水",407.32,"38.65",65.34,"21.40",2.73,"2.36",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,26,9,"109204","42918",4330,"4701",2072248,359309,29057,2089,6739,3345,4,FALSE
"1311-1997","1997","1311","衡水","衡水",409.77,"38.91",66.45,"21.16",4.13,"2.21",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,25.52,9.84,"120104","49063",4706,"4986",2424187,439683,1923,1761,7919,5674,5,FALSE
"1311-1998","1998","1311","衡水","衡水",412.6,"39.87",67.95,"21.25",3.99,"2.85",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,24.3,9.06,"125717","50021",5174,"5521",2662401,419417,1093,181,8006,961,6,TRUE
"1311-1999","1999","1311","衡水","衡水",415.03,"41.34",69.26,"21.29",4.53,"7.63",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,24,9,"140910","57767",5958,"6469",2792124,455381,1651,339,7784,1916,7,TRUE
"1311-2000","2000","1311","衡水","衡水",411.47,"    41.91",71.19,"    21.92",1.61,"    6.87",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,23.28,8.83,"    155450","    65384",6677,"    7405",2985606,511396,961,662,7640,1905,8,TRUE
"1311-2001","2001","1311","衡水","衡水",NA,NA,NA,NA,NA,NA,0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,TRUE
"1311-2002","2002","1311","衡水","衡水",410.79,"43.08",73.39,"23.37",5.38,"8.07",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,22.71,8.71,"187862","79977",8272.21,"9182.2",3489205,622738,3943,2975,4465,1050,10,TRUE
"1311-2003","2003","1311","衡水","衡水",413.35,"44",79.45,"24.34",6.72,"5.93",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,22.05,8.76,"207905","92369",9428.8,"10544.41",3967576,706078,2361,442,6839,2055,11,TRUE
"1311-2004","2004","1311","衡水","衡水",414.27,"44.45",70.03,"24.82",5.83,"6.02",0.904,13,"Hebei","Hengshui","河北","衡水市",NA,NA,NA,21.68,8.49,"233225","106652",10757.61,"12562.07",4738046,818167,10295,1221,9751,1680,12,TRUE
"1401-1994","1994","1401","太原","太原",276.67,"208.63",177.42,"164.23",12.2,"11.3",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,NA,NA,NA,NA,NA,NA,1905966,1571047,NA,NA,NA,NA,1,FALSE
"1401-1995","1995","1401","太原","太原",282.77,"213.56",183.26,"169.09",12.13,"11.05",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,111,104,"609421","566368",5538,"5529",2400632,1989365,NA,NA,NA,NA,3,FALSE
"1401-1996","1996","1401","太原","太原",287.41,"217.19",187.27,"172.10",8.54,"7.35",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,115,107,"679795","639164",5964,"6012",2917832,2442479,25600,25557,3725,3682,4,FALSE
"1401-1997","1997","1401","太原","太原",293.28,"221.77",191.78,"175.90",10.98,"10.53",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,107.83,100.4,"698637","663964",6479,"6613",3103600,2533413,13290,12390,7281,6981,5,FALSE
"1401-1998","1998","1401","太原","太原",295.69,"223.32",193.73,"176.85",8.38,"7.1",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,93.21,87.94,"637304","593021",6837,"6743",3230836,2583831,28400,25911,39600,38699,6,TRUE
"1401-1999","1999","1401","太原","太原",299.92,"226.7",196.84,"179.46",10.96,"8.19",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,89,82,"654023","607484",7378,"7404",3326763,2638579,10150,9723,15400,14859,7,TRUE
"1401-2000","2000","1401","太原","太原",308.75,"    233.20",203.92,"    185.11",21.3,"    15.12",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,86.3,79.93,"    724376","    675120",8394,"    8446",3474579,2948218,10412,9046,7280,6549,8,TRUE
"1401-2001","2001","1401","太原","太原",315.31,"239.2",209.89,"190.65",8.04,"7.2",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,83.2,76.44,"798790","741534",9600.84,"9700.86",3863400,3288710,3230,3097,6920,6920,9,TRUE
"1401-2002","2002","1401","太原","太原",322.24,"245.65",217.37,"197.02",8.23,"7.35",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,78.87,71.92,"867170","804245",10994.93,"11182.49",4328880,3648816,11775,11775,9906,9906,10,TRUE
"1401-2003","2003","1401","太原","太原",327.4,"250.27",222.63,"201.35",6.16,"4.85",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,74.55,68.33,"945212","872219",12678.9,"12764.8",5157089,4326533,13662,12727,11887,11336,11,TRUE
"1401-2004","2004","1401","太原","太原",331.94,"254.78",226.59,"204.46",3.88,"2.71",0.714,14,"Shanxi","Taiyuan","山西","太原市?",NA,NA,NA,73.76,67.33,"1135884","1054794",15399.73,"15666.03",6404993,5337334,16032,15847,14265,14265,12,TRUE
"1402-1994","1994","1402","大同","大同",259.61,"116.03",101.12,"84.5",7.9,"8",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,NA,NA,NA,NA,NA,NA,1066252,797655,NA,NA,NA,NA,1,FALSE
"1402-1995","1995","1402","大同","大同",262.41,"117.69",103.83,"85.92",8.73,"9.29",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,69,58,"369263","330441",5406,"5767",1231000,962873,NA,NA,NA,NA,3,FALSE
"1402-1996","1996","1402","大同","大同",265.9,"120.31",107.42,"88.47",7.78,"9.58",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,69,58,"408117","366467",5904,"6293",1454879,1086433,NA,NA,NA,NA,4,FALSE
"1402-1997","1997","1402","大同","大同",269.68,"123.44",110.64,"90.88",9.2,"11.21",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,68.52,57.6,"383556","341403",5598,"5927",1556877,1162600,253,215,814,776,5,FALSE
"1402-1998","1998","1402","大同","大同",272.18,"125.46",113.07,"92.83",4.09,"2.79",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,58.56,49.24,"336918","293887",5753,"5968",1709372,1268281,89,89,893,893,6,TRUE
"1402-1999","1999","1402","大同","大同",275.61,"127.98",115.47,"94.54",7.83,"9.12",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,55,45,"314625","206262",5742,"4556",1569588,1288117,76,76,700,700,7,TRUE
"1402-2000","2000","1402","大同","大同",283.9,"    132.26",119.59,"    97.39",23.42,"    21.89",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,52.65,43.42,"    350532","    297812",6658,"    6859",1701829,1372791,1570,1570,750,750,8,TRUE
"1402-2001","2001","1402","大同","大同",287.86,"134.99",123.01,"99.99",7.67,"7.32",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,53.07,44.46,"400339","343750",7543.6,"7731.67",1902003,1540574,3078,2560,1500,1400,9,TRUE
"1402-2002","2002","1402","大同","大同",292.65,"137.73",126.71,"102.87",7.55,"6.71",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,50.14,42.07,"449505","388780",8965,"9241.26",2183851,1775730,3127,1270,2545,1100,10,TRUE
"1402-2003","2003","1402","大同","大同",295.92,"139.9",129.89,"105.15",5.47,"4.79",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,48.67,39.96,"501491","434223",10303.9,"10866.44",2515415,2028149,7611,7350,96,96,11,TRUE
"1402-2004","2004","1402","大同","大同",299.68,"142.61",133.61,"108.13",6.36,"4.16",1.477,14,"Shanxi","Datong","山西","大同市",NA,NA,NA,50.74,42.84,"638837","560865",12590.4,"13092.09",3047269,2435807,8864,8415,2429,2319,12,TRUE
"1403-1994","1994","1403","阳泉","阳泉",118.92,"58.4",47.82,"40.23",7,"6.8",0.47,14,"Shanxi","Yangquan","山西","阳泉市",NA,NA,NA,NA,NA,NA,NA,NA,NA,488412,317039,NA,NA,NA,NA,1,FALSE
"1403-1995","1995","1403","阳泉","阳泉",119.96,"59.33",49.21,"41.42",6.49,"6.33",0.47,14,"Shanxi","Yangquan","山西","阳泉市",NA,NA,NA,30,24,"148380","125659",5042,"5402",618323,407974,NA,NA,NA,NA,3,FALSE
"1403-1996","1996","1403","阳泉","阳泉",120.95,"60.19",50.97,"42.61",6.93,"6.31",0.47,14,"Shanxi","Yangquan","山西","阳泉市",NA,NA,NA,29,23,"161109","135765",5487,"5887",786766,541166,159,106,117,78,4,FALSE
"1403-1997","1997","1403","阳泉","阳泉",122.28,"61.30",52.68,"43.93",7.41,"8.08",0.47,14,"Shanxi","Yangquan","山西","阳泉市",NA,NA,NA,29.03,22.84,"166177","140185",5724,"6138",880765,630592,150,150,590,590,5,FALSE
